COSMIC_ID,model_id,SEEDING_DENSITY,GROWTH_RATE,DOUBLING_TIME,DAY4DAY1RATIO,tissue,cancer_type,model_type,growth_properties
1298539,SIDM00353,625,0.4755820684523995,103.12765273634068,1.6455725758466946,Soft Tissue,Other Solid Carcinomas,Cell Line,Unknown
1298538,SIDM00354,400,0.7486692762980215,152.40265846917967,2.264806773520572,Lung,Squamous Cell Lung Carcinoma,Cell Line,Unknown
1298537,SIDM00356,325,0.5210331154558739,96.7971137699744,1.7288598535348665,Lung,Lung Adenocarcinoma,Cell Line,Unknown
1240209,SIDM00358,400,0.35133166325175585,140.7208805482967,1.4604672370458331,Stomach,Gastric Carcinoma,Cell Line,Unknown
909263,SIDM00359,400,0.9312178306288403,55.85096370341394,2.6768242604028902,Large Intestine,Colorectal Carcinoma,Cell Line,Unknown
1298534,SIDM00360,325,0.6890149893743048,71.50899576956742,2.009541439630692,Pancreas,Other Solid Carcinomas,Cell Line,Unknown
1240202,SIDM00361,325,0.8431051397900755,61.146271624656634,2.4449455336148618,Lung,Lung Adenocarcinoma,Cell Line,Unknown
1330987,SIDM00362,800,1.3744530262497494,36.04417914863906,4.012043419262492,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Unknown
1330987,SIDM00362,1e3,1.14850307577242,43.69201931549338,3.2452725043078416,Haematopoietic and Lymphoid,Burkitt's Lymphoma,Cell Line,Unknown
909253,SIDM00363,1250,0.7606567305397335,78.85787982955186,2.2919005456088373,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Unknown
909252,SIDM00364,2500,0.948699580243479,61.94101489010935,2.7586587985587805,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Unknown
753610,SIDM00367,325,1.5002977822200012,33.80030530447241,4.708111878525951,Lung,Small Cell Lung Carcinoma,Cell Line,Unknown
713880,SIDM00368,300,1.1978658097414154,41.946438215690094,3.441627057903128,Lung,Small Cell Lung Carcinoma,Cell Line,Unknown
753621,SIDM00369,300,0.3441163493159861,452.0947931452679,1.488627387982471,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown
1240219,SIDM00371,325,1.0543548373818814,52.11710799466762,3.101764872030785,Pancreas,Pancreatic Carcinoma,Cell Line,Unknown
909735,SIDM00373,250,0.9069038178636206,708.2069353492827,2.8106325735202726,Endometrium,Endometrial Carcinoma,Cell Line,Unknown
1331032,SIDM00374,625,0.9933436681288309,51.317134241286894,2.7792963860820574,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Unknown
1299059,SIDM00375,325,0.7614008235579102,11.044709170952636,2.3742070260983748,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
1240215,SIDM00377,250,0.9376447904975224,52.49631349601431,2.6184307067808614,Uterus,Other Solid Carcinomas,Cell Line,Unknown
909729,SIDM00379,325,0.8989902625107253,56.52092872106052,2.559580047135928,Central Nervous System,Low Grade Glioma,Cell Line,Unknown
930298,SIDM00381,500,0.7723288552275688,832.8614115520503,2.430616476055831,Cervix,Cervical Carcinoma,Cell Line,Unknown
930298,SIDM00381,625,1.202031699395618,41.14904924505971,3.3629717510584385,Cervix,Cervical Carcinoma,Cell Line,Unknown
910930,SIDM00384,325,1.8462914312113614,27.814476579037358,6.935508911679015,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Unknown
908134,SIDM00386,500,0.9111731020611358,53.13155592144992,2.5581961502649264,Bone,Ewing's Sarcoma,Cell Line,Adherent
908134,SIDM00386,800,0.9630375531518417,52.7593470962142,2.735744234554458,Bone,Ewing's Sarcoma,Cell Line,Adherent
908134,SIDM00386,1250,0.6568965746391588,191.47469031510684,2.035824077029829,Bone,Ewing's Sarcoma,Cell Line,Adherent
908136,SIDM00388,625,1.4950513343215335,33.18027868057443,4.574156770596952,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1331033,SIDM00389,450,1.4017424966388148,43.731067467134,4.651412115295395,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
753612,SIDM00391,5e3,0.31612078853609876,251.05649380804653,1.4803798348764265,Haematopoietic and Lymphoid,Plasma Cell Myeloma,Cell Line,Suspension
1503364,SIDM00393,400,0.5060423066999917,99.74029846277068,1.7177204179148244,Stomach,Gastric Carcinoma,Cell Line,Adherent
1240212,SIDM00394,625,0.657214170310736,82.48563241553477,2.0054299590930182,Cervix,Cervical Carcinoma,Cell Line,Adherent
753620,SIDM00395,625,0.4536652238939637,155.2284332622776,1.6427105517657654,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
1299052,SIDM00399,1250,0.01968625300887197,15478.97475301303,1.0573852990084778,Head and Neck,Head and Neck Carcinoma,Cell Line,Adherent
909706,SIDM00401,625,-0.02743344420616162,3672.2540988976284,1.0136829470268707,Skin,Melanoma,Cell Line,Adherent
909704,SIDM00402,625,1.136631478960565,43.12751175146736,3.203927518988579,Bladder,Bladder Carcinoma,Cell Line,Unknown
909702,SIDM00403,500,1.3013071866355217,39.04025270786249,3.8218121017504907,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
1331036,SIDM00406,625,1.2733186554589198,40.81008001086497,3.752926424766107,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1331037,SIDM00407,1500,0.5720029228633294,99.52161741561834,1.8337655997843454,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
946358,SIDM00410,400,0.6076871955924191,110.92283832863838,2.023871154222465,Haematopoietic and Lymphoid,Other Blood Carcinomas,Cell Line,Suspension
909904,SIDM00411,625,0.5249850195317538,101.56460729959089,1.7616052745538702,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
909785,SIDM00412,400,1.4178040769294253,35.30868863192391,4.208534337819655,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1331050,SIDM00413,625,1.3796643068501375,37.986801302782254,4.366852407339058,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
909780,SIDM00414,150,1.730061352561128,28.598845618329047,5.893767743953423,Bladder,Bladder Carcinoma,Cell Line,Adherent
1331048,SIDM00416,1500,0.8427495110653376,59.331860460812365,2.354410537726345,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1331048,SIDM00416,2e3,1.1594441002830917,42.83987272210798,3.2057840881221855,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
753615,SIDM00417,1250,0.4493577673203918,105.72167123538306,1.6032878896376168,Haematopoietic and Lymphoid,Plasma Cell Myeloma,Cell Line,Suspension
753615,SIDM00417,2500,0.31852686109148015,2256.989770808499,1.4661261950259112,Haematopoietic and Lymphoid,Plasma Cell Myeloma,Cell Line,Suspension
1240223,SIDM00418,625,0.8116264863115924,98.76464973434116,2.4199705656855643,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
1240221,SIDM00419,400,1.2244446275100147,41.517388205472166,3.5642753409035253,Bone,Ewing's Sarcoma,Cell Line,Semi-Adherent
909749,SIDM00420,200,0.9542141734335664,55.44254103577118,2.749197482049814,Bladder,Bladder Carcinoma,Cell Line,Adherent
1331040,SIDM00421,1e3,1.1692464366602804,44.31779045124209,3.419756575192618,Haematopoietic and Lymphoid,T-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1331039,SIDM00422,1250,0.6084667688502651,808.8951074729357,2.059327736352554,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,Cell Line,Suspension
1331038,SIDM00423,2500,0.6684947310210312,92.63244470594061,2.101293749829359,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
909777,SIDM00424,400,1.4615979208207388,34.04216624768053,4.4114161092621105,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
1298365,SIDM00425,300,0.908856351628344,56.880152061304386,2.606163730936875,Ovary,Ovarian Carcinoma,Cell Line,Unknown
1240210,SIDM00426,625,0.7951791838945024,62.06808027393586,2.277764594691343,Soft Tissue,Rhabdomyosarcoma,Cell Line,Adherent
971773,SIDM00427,625,0.9394677680157392,55.188758961554726,2.705615369711735,Bone,Ewing's Sarcoma,Cell Line,Adherent
908158,SIDM00429,625,1.2130845107181851,41.22626659604779,3.448472481372934,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
908147,SIDM00431,1250,1.278593023371541,39.257181066042605,3.733312512436324,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
908146,SIDM00433,3e3,0.5824770450784377,-62.23462598847924,1.9064534180080581,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
1330950,SIDM00434,3e3,0.7269193977726297,73.8498129403159,2.1394508934563756,Haematopoietic and Lymphoid,Plasma Cell Myeloma,Cell Line,Suspension
1330947,SIDM00437,625,1.5131589157924734,33.740290092160485,4.845165263345306,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
908143,SIDM00438,1250,0.8059590436137866,62.794110206056416,2.317274943006559,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
908141,SIDM00441,625,1.1787175010933464,43.61024763772433,3.379424984941916,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
1503363,SIDM00444,625,0.9512932112357139,55.402767013317956,2.731350301438342,Esophagus,Esophageal Adenocarcinoma,Cell Line,Semi-Adherent
1503362,SIDM00445,625,0.6937740825464964,75.75129497624559,2.0784005420854785,Esophagus,Esophageal Adenocarcinoma,Cell Line,Adherent
910947,SIDM00446,625,1.1824086302155166,42.49436531849854,3.3583573115336605,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
909696,SIDM00447,2500,0.5539738762834632,93.27435869879048,1.7858694489459515,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
1330995,SIDM00448,625,0.9528454650022828,55.44894539899006,2.720207130928444,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
909260,SIDM00451,1250,0.996317423121929,50.759402746882664,2.79947490278317,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
1240201,SIDM00453,250,1.5302620885640401,35.25316106404937,5.369524216142931,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
971774,SIDM00454,400,0.2629118425860198,171.38064502480742,1.3380364824268305,Soft Tissue,Rhabdomyosarcoma,Cell Line,Adherent
1298526,SIDM00455,300,0.8678495830810977,58.364549912554644,2.4595156772820523,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
909249,SIDM00457,1250,0.5744865943170304,92.8872857909137,1.8316328636805435,Haematopoietic and Lymphoid,Plasma Cell Myeloma,Cell Line,Suspension
1330985,SIDM00458,325,1.5706520916113351,32.84326590299117,5.144278692839919,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
1330983,SIDM00461,2500,0.2743553705363226,236.40886988048993,1.3593715436831237,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
1330983,SIDM00461,5e3,-0.3255576329215235,-165.76185953355022,0.7400229603422355,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
1290455,SIDM00462,1e3,0.75523376462303,69.7528024105888,2.247269691190707,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
909251,SIDM00463,800,1.4070224417957433,35.711698451730896,4.21292707043301,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
1240200,SIDM00465,325,0.7649313732032224,103.66433930426741,2.322817578613358,Ovary,Ovarian Carcinoma,Cell Line,Unknown
1240199,SIDM00466,1250,0.1209838428355373,212.26195538875345,1.1792264537619783,Ovary,Ovarian Carcinoma,Cell Line,Unknown
910546,SIDM00469,625,0.9042261812128801,61.27136563547121,2.6189694386816464,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
1480372,SIDM00472,1250,0.18294787232040702,380.0925741971601,1.2301794118624032,Ovary,Ovarian Carcinoma,Cell Line,Adherent
1480362,SIDM00475,300,0.6243087771739912,115.4747288041074,2.043194351739576,Ovary,Ovarian Carcinoma,Cell Line,Adherent
910549,SIDM00477,300,0.8252350430226558,65.81411705707082,2.424908057060727,Esophagus,Esophageal Adenocarcinoma,Cell Line,Adherent
1298359,SIDM00478,325,1.1634672716852406,42.5094120239539,3.2864773341951086,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent
910079,SIDM00479,300,0.783850251797178,69.57837460487104,2.3134040232146784,Esophagus,Esophageal Adenocarcinoma,Cell Line,Adherent
910548,SIDM00480,325,0.49944863120200217,-1519.088503235617,1.7585879757871314,Ovary,Ovarian Carcinoma,Cell Line,Adherent
946360,SIDM00481,1250,-0.04034812702568311,-5589.236169997217,1.0241406262287618,Ovary,Ovarian Carcinoma,Cell Line,Adherent
910544,SIDM00482,325,2.2343754921183914,22.747446749533434,10.062451971919367,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,Cell Line,Suspension
1503365,SIDM00483,325,0.8883845972724337,58.29527752344052,2.5575732386058805,Esophagus,Esophageal Adenocarcinoma,Cell Line,Adherent
930299,SIDM00484,1250,0.298806264175932,416.66018340352593,1.4080696601120435,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
1240121,SIDM00485,325,1.1656604816306804,42.141572133667815,3.2682688653955267,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
1240121,SIDM00485,500,0.6805757188622497,77.11171087241752,2.072395376448351,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
753554,SIDM00486,300,0.6272237853310947,102.466952783338,2.0378068382180987,Lung,Squamous Cell Lung Carcinoma,Cell Line,Unknown
1240123,SIDM00487,300,1.0984885074008828,47.980036789769514,3.2145579231518076,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
924108,SIDM00488,625,0.4670565020445782,2229.1321943785497,1.7026376304498072,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
753538,SIDM00489,625,0.9320742877018555,63.073081156813245,2.7800902682339856,Head and Neck,Head and Neck Carcinoma,Cell Line,Adherent
906746,SIDM00490,325,1.0394751980015635,47.02967881680879,2.9022401609089337,Central Nervous System,Low Grade Glioma,Cell Line,Adherent
1290722,SIDM00491,300,1.0778685100499035,47.26601065712883,3.0519843033740184,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
910933,SIDM00492,325,1.0391760409199238,53.388974846794284,3.166723375601257,Central Nervous System,Glioblastoma,Cell Line,Unknown
910935,SIDM00495,325,2.0985757198502744,24.067256012070825,8.5259491043826,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
924151,SIDM00496,325,0.9233007287823607,56.24284768747494,2.644730211553229,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
1674021,SIDM00498,325,1.1051257930025211,44.91367730690043,3.1712869597932585,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
924100,SIDM00499,625,0.789576783956211,67.64793164898467,2.3080666895273643,Prostate,Prostate Carcinoma,Cell Line,Adherent
1240122,SIDM00501,625,0.7362002966096658,69.70826974622234,2.1534989988582973,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
1240122,SIDM00501,1250,0.15809165041271547,275.0740854947822,1.198930197481129,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
910934,SIDM00502,1500,0.6158234646164304,88.86599913131671,1.9601001630309436,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
1290806,SIDM00503,150,0.293265754643706,40.70474626858679,1.58242580315617,Stomach,Gastric Carcinoma,Cell Line,Adherent
908145,SIDM00504,100,1.9010050951175392,26.049222181924748,6.920300123809872,Central Nervous System,Low Grade Glioma,Cell Line,Adherent
724870,SIDM00505,300,1.1795219809792208,48.4999756897235,3.633839662350924,Pancreas,Pancreatic Carcinoma,Cell Line,Semi-Adherent
906808,SIDM00506,1250,0.3031801601201886,227.68766915515005,1.4006646951160764,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
906808,SIDM00506,2500,-0.2947358665601081,-175.46460496016,0.7524464577953824,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
1322212,SIDM00508,1500,0.3180299195669175,151.87630428143657,1.3890225326451069,Lung,Squamous Cell Lung Carcinoma,Cell Line,Suspension
687980,SIDM00509,1250,0.5314397947136352,3121.9453557492507,1.8486172292056577,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
910937,SIDM00511,625,0.7745565654909066,66.74446171064555,2.254822171088744,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
687780,SIDM00512,300,0.8032711479074509,68.60271345147919,2.3483772776800107,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
906805,SIDM00513,625,0.7035332895781858,88.26912088647167,2.111245813452731,Lung,Lung Adenocarcinoma,Cell Line,Semi-Adherent
1240140,SIDM00517,450,0.954646725950731,81.09652232974845,2.8927829644371883,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
1240138,SIDM00519,500,0.6334926182883868,75.89306196174476,1.9301370926079078,Lung,Mesothelioma,Cell Line,Unknown
1290814,SIDM00520,800,0.2397448018663324,244.871571771337,1.3182372292881008,Lung,Mesothelioma,Cell Line,Unknown
1297439,SIDM00521,1250,0.3449243909647837,246.00016334852847,1.5426640426055231,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
687985,SIDM00522,150,1.4269327975235384,36.47733127371695,4.5430621907141315,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
907295,SIDM00523,1250,0.14798977622578618,48.346122318804156,1.2378573419093544,Lung,Small Cell Lung Carcinoma,Cell Line,Adherent
753551,SIDM00524,1500,0.5722065362693007,86.31100951915485,1.7828589099638934,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
908131,SIDM00525,200,1.0300210533616865,49.88766249487946,2.9379021831971333,Bone,Osteosarcoma,Cell Line,Adherent
908126,SIDM00526,625,0.7501578652056197,73.36950557664018,2.2350685724140584,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,Cell Line,Semi-Adherent
1240173,SIDM00527,150,1.354713189435937,37.59916094184385,4.108995852841939,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
908121,SIDM00528,1250,0.31732784772458944,138.61819928104083,1.42060772038691,Breast,Breast Carcinoma,Cell Line,Adherent
925338,SIDM00529,1250,0.16059817815910865,87.97467755208743,1.2404772858629616,Breast,Breast Carcinoma,Cell Line,Adherent
1503368,SIDM00530,1250,0.038524392792908896,101.53765322257428,1.0891692716574644,Esophagus,Esophageal Adenocarcinoma,Cell Line,Adherent
907286,SIDM00531,850,0.3247645706681182,144.09260543551594,1.4157572300831243,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
907286,SIDM00531,1e3,-0.012362113539699841,-113.29318944462821,1.0202680278652294,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
908144,SIDM00532,200,0.7322929121213666,73.31798169311155,2.198503509532102,Central Nervous System,Low Grade Glioma,Cell Line,Adherent
907285,SIDM00533,625,0.6805963876630096,76.21965800848355,2.061186562140864,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
907289,SIDM00534,400,0.9715687536008655,52.37144852356068,2.747166991836449,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
907290,SIDM00535,1750,0.5687237121549685,86.52291156968839,1.8151328785790652,Bone,Chondrosarcoma,Cell Line,Adherent
907291,SIDM00537,300,1.0639287918966194,48.544444405397755,3.045868071945133,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1503367,SIDM00538,625,0.5388642336565976,96.38902877983558,1.7815892592864309,Esophagus,Esophageal Adenocarcinoma,Cell Line,Suspension
1503366,SIDM00539,1250,0.16757252248077198,200.86103109597832,1.2329972631324222,Esophagus,Esophageal Adenocarcinoma,Cell Line,Suspension
910936,SIDM00540,300,0.6768902907875075,84.47698086381445,2.0573492780709337,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
907287,SIDM00541,300,1.319252000204774,38.71941886724506,3.9823990100405213,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
946370,SIDM00542,325,0.4131536411706231,208.39389937164614,1.5875208601241304,Central Nervous System,Glioblastoma,Cell Line,Unknown
910932,SIDM00543,250,0.9633899046225636,54.69303251091807,2.739778910212628,Skin,Melanoma,Cell Line,Adherent
906875,SIDM00544,1250,0.7136071145777596,80.24838763317834,2.1685918336233145,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
908128,SIDM00545,625,0.5345103969275368,116.47915994870104,1.79152779345368,Skin,Melanoma,Cell Line,Adherent
724863,SIDM00547,625,1.2919503069365925,39.07771418873756,3.7513661209205593,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Unknown
687787,SIDM00548,1250,0.6493132081656714,78.9361538793825,1.96020648656025,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
907787,SIDM00549,3e3,0.5148282659659247,119.88271114221635,1.7431150401648985,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
1298222,SIDM00550,500,0.6570896459703593,86.57912477295963,2.0647708009494457,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown
1298222,SIDM00550,625,0.2659115408550602,419.526322194485,1.372308195670732,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Unknown
1240167,SIDM00551,150,1.4557286889516847,34.758781617793225,4.519578072797557,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent
1240166,SIDM00552,400,0.9166572308068329,60.57088402942954,2.7643687388459797,Soft Tissue,Rhabdomyosarcoma,Cell Line,Unknown
907300,SIDM00553,500,0.8220192186013112,62.727416006088355,2.3447831141830933,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Unknown
909975,SIDM00554,1e3,-0.01752934867806867,-866.1496555326036,1.0208876479871736,Ovary,Ovarian Carcinoma,Cell Line,Unknown
907313,SIDM00555,400,0.8142847802434153,61.625169432137945,2.325444284457392,Central Nervous System,Glioblastoma,Cell Line,Adherent
907314,SIDM00556,1250,0.3656521437572793,133.1592633539146,1.4546841144148293,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
907314,SIDM00556,2500,0.14493421186512623,322.17142929309705,1.1841118112497224,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
924250,SIDM00560,500,-0.013681207040194739,3785.2039927073665,1.0132719526739729,Stomach,Gastric Carcinoma,Cell Line,Unknown
908142,SIDM00561,1250,0.3963351856018992,138.10064258637703,1.5291340213317004,Haematopoietic and Lymphoid,Other Blood Carcinomas,Cell Line,Unknown
908151,SIDM00562,625,0.9192583264134502,58.92148992178605,2.639552152959315,Breast,Breast Carcinoma,Cell Line,Unknown
1240198,SIDM00564,325,0.4836362283204936,107.57097493791574,1.6703888996662766,Ovary,Ovarian Carcinoma,Cell Line,Unknown
1240196,SIDM00565,625,0.6724355579444345,103.17080712291764,2.0621037936857203,Head and Neck,Oral Cavity Carcinoma,Cell Line,Unknown
909248,SIDM00567,150,1.6459060683136015,30.537944878160555,5.446551639722758,Central Nervous System,Other Solid Carcinomas,Cell Line,Adherent
1298358,SIDM00568,625,0.5758273548330957,88.0816908271096,1.8206666009619288,Stomach,Gastric Carcinoma,Cell Line,Unknown
910849,SIDM00569,325,0.39226570708735803,41.12211923180373,1.5852884436866717,Bone,Osteosarcoma,Cell Line,Unknown
1298357,SIDM00570,625,0.4535885236028182,141.44903674363258,1.6529087044087039,Stomach,Gastric Carcinoma,Cell Line,Unknown
1298219,SIDM00571,625,0.7109590855766876,90.22959524910434,2.1681620747821833,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
908455,SIDM00572,300,1.2539954565770224,40.83271391952471,3.703528824274085,Stomach,Gastric Carcinoma,Cell Line,Unknown
908449,SIDM00575,625,0.3361858783986657,132.49232402222174,1.457750552015258,Central Nervous System,Low Grade Glioma,Cell Line,Unknown
908448,SIDM00576,1250,0.3658663200669978,288.21989089192124,1.5321589722460214,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Unknown
908447,SIDM00577,1250,0.38937620416671465,322.9831288067725,1.581260635629255,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949179,SIDM00578,2500,0.47226922211700434,172.06660738223974,1.7036427881540834,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
1240181,SIDM00579,400,0.8811850094995523,-34.29505106059718,2.9804383722165797,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
908451,SIDM00580,1250,0.6878417398629493,111.72883543531775,2.094904123019358,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Unknown
687568,SIDM00581,625,0.7826082447587294,67.15181126221876,2.303369724931157,Central Nervous System,Glioblastoma,Cell Line,Unknown
1298218,SIDM00582,400,0.6052262984655653,127.87620179304832,1.9696845925067583,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
1298216,SIDM00583,250,1.433419986050461,37.36354225536369,4.6285949428398085,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
909977,SIDM00584,400,0.26839437620027046,129.07280114905765,1.429605652555951,Bone,Osteosarcoma,Cell Line,Unknown
907071,SIDM00585,1250,0.33343273090560643,203.16478256512045,1.447192853768951,Liver,Hepatocellular Carcinoma,Cell Line,Unknown
1298146,SIDM00586,300,1.0675438617299826,50.54778749122082,3.1289174747896293,Liver,Hepatocellular Carcinoma,Cell Line,Unknown
907069,SIDM00587,300,0.9523020246552399,63.090494762627486,2.793853915656274,Biliary Tract,Biliary Tract Carcinoma,Cell Line,Unknown
907062,SIDM00588,1250,0.31036499248624205,71.30372808200693,1.4736404980331852,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
907061,SIDM00589,150,1.3311841964182665,38.73877894650794,4.006055276898764,Head and Neck,Oral Cavity Carcinoma,Cell Line,Unknown
753562,SIDM00590,150,1.4319234379238677,35.874188476502994,4.511149222128729,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
753561,SIDM00591,150,1.3179832698881218,45.29186058609117,4.130080076669816,Head and Neck,Oral Cavity Carcinoma,Cell Line,Unknown
924111,SIDM00592,100,1.6156967951206858,30.52391408472518,5.1631699481901885,Head and Neck,Oral Cavity Carcinoma,Cell Line,Adherent
907051,SIDM00596,625,0.534649232227723,232.15324698117325,1.894446847767333,Endometrium,Endometrial Carcinoma,Cell Line,Adherent
1290907,SIDM00597,325,1.1318390848041118,44.543128237127064,3.2544773446566246,Large Intestine,Colorectal Carcinoma,Cell Line,Unknown
1290907,SIDM00597,500,0.2875793505581387,161.57923091256626,1.3618821106079018,Large Intestine,Colorectal Carcinoma,Cell Line,Unknown
1240142,SIDM00598,200,1.4303822322708992,34.7327621007857,4.314159007635417,Lung,Squamous Cell Lung Carcinoma,Cell Line,Unknown
907072,SIDM00599,625,0.48844618057726186,174.00034287905618,1.7276896672704503,Bone,Osteosarcoma,Cell Line,Adherent
1240154,SIDM00600,300,1.8234439248221024,28.81865088985501,6.965173478059195,Thyroid,Thyroid Gland Carcinoma,Cell Line,Unknown
1240155,SIDM00602,1250,0.8567103881125764,76.29596729788202,2.6059183332638285,Stomach,Gastric Carcinoma,Cell Line,Unknown
753569,SIDM00606,300,1.0433230991871982,47.960817179771425,2.9499170506965164,Lung,Squamous Cell Lung Carcinoma,Cell Line,Adherent
